KO_code	Compound_codes
K10213	C00147,C00147,C00242,C00262,C00380,C00380
K10558	
cold-_and_stationary_phase-induced_oxygen-dependent_biofilm_regulator	
K01119	C01367,C01368,C05822,C06193
K02520	
K03304	
K07690	
K07270	
K13922	C00100
K03229	
K00661	
K03222	
K00873	C00022,C00008,C00022,C00008,C00022,C00002,C00074,C00074,C00022,C00022,C00035,C00044,C00206,C00206,C00286,C00286,C00022,C00022,C00074
K03226	
K03225	
K00262	C00026,C00014,C00014,C00026,C00014,C00025
K06201	
K03785	C02637,C02637,C02637,C02637
K04773	
inner_membrane_protein	
K02950	
predicted_DNA_replication_protein	
K03788	C00255,C00870,C00870
K02552	C00885,C00885,C00885,C00885
K02437	C00014,C00014,C00014,C00143
selenium_methyltransferase	
K09808	
K07660	
K06871	
K01756	C00020,C00122,C03794,C04677,C04677,C04677
K04033	
K00986	
K06970	
K01696	C00078,C00078,C00078,C00463,C00463,C00463,C00463,C00078,C00078,C00078,C00078,C00078
K02000	
K01241	C00147
K08173	
K01191	
K01194	C00031,C00031
K00299	C01847,C01847,C00061
K09710	
K06074	
K10112	
K03839	
K16139	
K09955	
DUF805_family	
membrane_subunit_K	
membrane_subunit_J	
conjugation-related_protein	
K00341	
K00697	C00689,C00689
K00852	C00117,C00673
K00600	C00065,C00065,C00065,C00101,C00101,C00065,C00143,C00037,C00143,C00065,C00101,C00065,C00065,C04377,C04377
K00605	C00014,C00014,C00014,C00143,C03479,C00014,C00143,C02972,C00143,C00143,C00143
UPF0060_family	
K09015	
K11200	
K16089	
K07567	
tryptophan_repressible_(EC:2.5.1.54)	
AraC_family	
K00528	
glucuronyl_C5-epimerase_b_(EC:5.1.3.12)	
K13650	
tyrosine-binding	
K03543	
K07390	
K07012	
K07644	
K01679	C00122,C00122,C00149,C00122,C00122,C00122
K07017	
K07285	
K13893	
K03215	
K13891	
K01533	C00008
K03451	
K08997	
K12266	
K03424	
K06158	
DUF945_family	
K12990	
K08990	
K07026	C11544
SEPHCHC_synthase_(EC:2.2.1.9_4.1.1.71)	
HMP-PP_phosphatase	
K03314	
K00075	C01050,C01050,C01050,C01050,C01050,C01050
K05539	
K03521	
K03326	
function_unknown	
K14051	
K09975	
K03320	
K00432	C00127,C04805,C04742
K01138	
K03281	
K03282	
K03328	
ecf_subfamily	
K11534	
K02560	C00229,C06026,C06026
K12373	G08421,G08421
K05245	
K09760	
K01649	C02504,C02504,C00141,C00024,C00141,C02504,C02504
tRNA_m(2)A37_methyltransferase	
K16140	
K12543	
K14064	
K08322	
K15580	
K09797	
K08289	C04376,C00101,C00234,C04376,C04376,C00101,C00445
K02847	
K01147	
K02474	C13952
K03578	
K02760	
K02761	
K01256	C00097,C00037,C00097,C00037,C00037,C05726
K02575	
K00940	C00002,C00008,C00002,C00075,C00015,C00044,C00044,C00063,C00112,C00081,C00131,C00206,C00286,C00286,C00459,C00459,C00458,C00705,C00460,C01346,C01345
K01096	C00344,C00344
K03517	C03722,C03722
K06887	
K07263	
K03340	C00680,C03871,C03871,C00680
K09918	
K07045	
K06447	C05931
K11938	
K03501	
K07821	
K07591	
K07592	
K16090	
alpha_subunit	
K16210	
K02469	
K08680	C05817,C05817,C05817
K11249	
K00895	C05378
K01626	C04691,C04691,C04691,C04691
K00763	C00253,C00253
K09748	
K04025	
potassium_transporter_subunit	
K13069	
K07214	
ATP-binding_protein	
K07118	
K09909	
K01695	C00078,C00078,C00078,C00463,C00463,C00463,C00463,C00078,C00078,C00078,C00078,C00078
K02609	C20062,C20062
K01784	C00052,C00052,C00029,C00052
K07052	
K06188	
K06223	
K02600	
K12985	
K03800	C16238,C16238,C16237,C16237
K13695	
aerobic_Class_I_(EC:4.2.1.2)	
K06918	
K03701	
K06915	
K10124	
membrane_fusion_protein_component	
K05984	
K00266	C00025,C00025,C00025,C00026,C00064,C00025,C00025,C00025,C00026,C00064,C00025,C00026,C00014,C00014,C00026,C00014,C00025
K00059	C05744,C05744,C04618,C04619,C05753,C04619,C04620,C05750,C04620,C04633,C05762,C04633,C04688,C04688,C04688,C05747,C05747,C05747,C05757,C05757,C05757,C16217,C16217,C16220,C16220,C16220,C20373,C20373,C20377,C20377
K03658	
K07456	
K11939	
K15772	
K15771	
K00673	C03296
K07749	
K03969	
K02775	C06311,C06311
K02774	C06311,C06311
K02773	C06311,C06311
K10537	
K01223	C01172
blue_light-responsive	
