KO_code	Transcripts
K17686	0.0
K03631	0.0
K02314	0.0
K10112	15.0
K03386	0.0
K02313	0.0
K10117	18.0
K10118	3.0
K10119	4.0
K00053	1.0
K08483	0.0
K00262	8.0
K00266	0.0
K00265	0.0
K02437	0.0
K01992	0.0
K03536	0.0
K01990	0.0
K08681	0.0
K00989	0.0
K11754	0.0
K01515	0.0
K00982	0.0
K01104	0.0
K11753	0.0
K00981	0.0
K00868	0.0
K07010	0.0
K00865	0.0
K01193	0.0
K01190	0.0
K02926	0.0
K02438	0.0
K01198	0.0
K01200	0.0
K01201	0.0
K01206	0.0
C-terminal_domain	1.0
K01209	0.0
K02038	0.0
K04517	0.0
K01740	0.0
K01744	0.0
K02030	0.0
K02033	0.0
K02034	0.0
K02035	0.0
K02036	0.0
K02037	0.0
K00602	0.0
K00604	0.0
K00609	0.0
K01421	0.0
K01589	0.0
K07560	0.0
K07567	0.0
K02056	0.0
K07391	0.0
K03595	0.0
K03596	0.0
K02519	1.0
K03593	0.0
K02517	0.0
K10716	0.0
K02109	0.0
K03980	0.0
K01736	0.0
K01929	0.0
K01928	0.0
K01733	0.0
K01923	0.0
K01921	0.0
K12267	0.0
K01632	1.0
K01925	0.0
K01924	0.0
K07024	0.0
K07025	0.0
K00048	1.0
K00324	0.0
K07029	0.0
K05343	0.0
K03523	0.0
K05340	0.0
K03524	0.0
K03527	0.0
K03526	0.0
K05349	0.0
K02428	0.0
K03671	3.0
K09761	0.0
K02358	80.0
K01811	0.0
K01810	0.0
K10254	3.0
K02355	12.0
K02357	0.0
K02356	0.0
K04047	1.0
K00133	0.0
K04042	0.0
K01956	0.0
K01955	0.0
K01952	4.0
K01950	0.0
K01951	0.0
K00783	0.0
K07736	0.0
K00036	0.0
K02073	0.0
K00033	0.0
K13571	0.0
K03294	0.0
K03070	1.0
K08969	0.0
K01256	0.0
K03177	0.0
K00554	0.0
K12574	0.0
K00558	0.0
K01079	0.0
K01176	2.0
K00951	0.0
K00954	0.0
K07192	0.0
K08300	0.0
K06180	0.0
K11717	0.0
K06188	0.0
K06223	0.0
K02600	0.0
K01496	0.0
K01494	0.0
K01673	0.0
K03550	0.0
K03551	0.0
K03553	0.0
K06910	0.0
K00773	0.0
K15580	0.0
K01770	0.0
K01776	0.0
K01775	0.0
K02897	0.0
K02895	1.0
K00674	0.0
K01786	0.0
K14153	0.0
K01783	0.0
K14155	0.0
K02074	0.0
K02075	0.0
K02077	0.0
K02071	0.0
K02072	0.0
K01788	0.0
K02112	3.0
K02528	1.0
K02529	0.0
K01858	0.0
K01915	0.0
K01919	0.0
K01854	0.0
K01552	0.0
K07776	0.0
K00077	1.0
K00075	0.0
K03584	0.0
K02551	0.0
K01358	0.0
K03601	0.0
K01354	0.0
K01356	0.0
K06173	0.0
K02564	0.0
K06177	0.0
K06178	0.0
K09903	0.0
K09710	0.0
K03800	0.0
K03733	0.0
K04077	6.0
K04075	0.0
K04072	0.0
K00854	0.0
K12410	0.0
K00852	0.0
K00995	0.0
K00997	0.0
K00991	0.0
K00859	0.0
K04751	0.0
K07259	0.0
K03043	22.0
K03040	0.0
K03046	12.0
K02931	2.0
K02933	2.0
K01182	0.0
K02935	2.0
K02939	0.0
K00215	0.0
K01000	0.0
probably_Saturated_and_unsaturated_oligogalacturonide_transporter	0.0
K01439	0.0
K03424	0.0
K00925	0.0
K09222	0.0
K00927	2.0
K03426	0.0
K13640	0.0
K02986	0.0
K15342	0.0
K02982	0.0
K08256	0.0
K02988	1.0
K07386	0.0
K02113	0.0
K03469	0.0
K02111	1.0
K03587	0.0
K02115	0.0
K02114	0.0
K03589	0.0
K03588	0.0
K03466	0.0
K01649	0.0
K05970	0.0
K11263	0.0
K01647	0.0
K16264	0.0
K00700	1.0
K00705	1.0
K08659	0.0
K02027	0.0
K02026	0.0
K02025	0.0
K06950	0.0
K07133	0.0
K06958	0.0
K02029	0.0
K02028	0.0
K15582	0.0
K00099	0.0
K03313	0.0
K16926	0.0
K01866	0.0
K01867	0.0
K01868	0.0
K01869	0.0
K07738	0.0
K00147	0.0
K00145	0.0
K01945	0.0
K01940	2.0
K00384	0.0
K01586	1.0
K07042	0.0
K07043	0.0
K00382	0.0
K12990	0.0
K00790	0.0
K09015	0.0
K09014	0.0
K03088	0.0
K02892	0.0
K01262	0.0
K01265	0.0
K12510	0.0
K03168	0.0
K09157	0.0
K00919	0.0
K00560	0.0
K00563	0.0
K00567	0.0
K00240	0.0
K00965	0.0
K04763	0.0
K00962	0.0
K00963	0.0
glucose-specific_IIABC_component_(EC:2.7.1.69)	0.0
K07183	0.0
K00806	0.0
K06215	0.0
K06217	0.0
K08317	0.0
K07341	0.0
10-methylene-tetrahydrofolatedehydrogenase/Methenyl_tetrahydrofolate_cyclohydrolase_(EC:3.5.4.9)	0.0
K02948	0.0
K06199	0.0
K08156	0.0
K02945	1.0
K02946	0.0
K01689	1.0
K01687	0.0
K06966	0.0
K02013	0.0
K01681	0.0
K01442	0.0
K01443	0.0
K02493	0.0
K07503	0.0
K02495	0.0
K02884	2.0
K02886	0.0
K02881	1.0
K08998	0.0
K06999	0.0
type_I_(EC:6.3.1.2)	0.0
K03727	0.0
K06442	0.0
K01048	0.0
K08369	0.0
K02532	0.0
K11358	0.0
K01903	0.0
K01902	0.0
K07768	0.0
K03545	0.0
K03544	0.0
K02834	0.0
K02836	0.0
K13787	0.0
K13788	0.0
K00690	0.0
K03549	0.0
K07005	0.0
K03205	0.0
K09118	0.0
K03758	0.0
K02237	0.0
K02338	0.0
K02337	0.0
K02335	0.0
K06147	2.0
K00525	0.0
K00526	1.0
K00527	0.0
K01835	0.0
K01834	1.0
K00287	0.0
K00286	0.0
K00528	0.0
K03688	0.0
