KO_code	Compound_codes
K00180	
HOIL-1	
CD222	
K10112	
K10117	
K10118	
K10119	
AI316869	
K01652	C00900,C05125,C05125,C05125,C05125,C05125,C06010,C06010,C00022,C00022,C06010,C06010,C00900,C00068,C06006,C06006,C06006,C06006,C06006
lfactory_receptor_287	
AA672646	
zinc_finger_protein_619	
K04087	
V2rp1	
K04084	
K04088	
LIR-3	
ECF_family	
K01104	
K00981	C00269,C00269,C00269
K05592	
K01295	
T_cell_lymphoma_breakpoint_1	
MiRP2	
AU022200	
K05601	C00014
K00215	C03972,C03972,C03972,C20258,C03972,C03972,C03972,C03972,C20258,C03972
C-terminal_domain	
K02619	C00568
4631412O18Ri	
K02038	
K02039	
K04517	C01179,C01179,C00254,C01179,C01179
K01740	C00155,C00155,C00097
K01745	C00785,C00785
K01744	C00122,C00049
K02030	
K02031	
K05020	
K02033	
K02034	
K02035	
K02036	
K02037	
K16962	
K16961	
K01586	C00047,C00680,C00047,C00047,C00047
MSLP2	
AI843643	
K01588	C04751,C04751,C04751
solute_carrier_family_25	
K13653	
Ftna	
D330028K02Ri	
AI789753	
AI848508	
AW546258	
K03458	
K02103	
K03457	
K02055	
K02108	
2310008C07Ri	
Glc_family_(TC_4.A.1.1.2)	
K01639	C00645
K03856	C04691,C04691,C04691,C04691
K03523	
K03522	
K03525	C01134,C03492,C03492,C04352
K03524	C05921,C05921,C06250,C06250
K03527	C00129,C00129,C00129,C00235,C00235,C00129,C00129,C00129,C00235,C00235
K03529	
K02857	
K03671	
PcdhbP	
K09761	
K09765	
K02217	C14819
potassium_channel_tetramerization_domain_containing_9	
D630015G19	
K04083	
AW319193	
8430403M15Ri	
similar_to_zinc_finger_protein_11B	
K12308	C00124
K03292	
K03296	
K13479	C00385,C00385,C00366,C00366,C00366
K03073	
K03070	
K03076	
K03075	
Gm203	
K03079	C03291,C01101,C03291,C03291
K11654	
similar_to_MAP/microtubule_affinity-regulating_kinase_3_(EC:2.7.11.1)	
K08963	C04582,C04582
K03273	C07838,C11472,C19880
and_HSP90-like_ATPase.	
K06131	C05980,C05980,C05980,C05980
K06133	C00229,C00054
GLP1Rc	
C230002E15Ri	
alpha_1_polypeptide	
5730422L11Ri	
RecD/TraA_family_(EC:3.1.11.5)	
predicted_gene_15583	
AU040377	
4930504E06Ri	
AA409740	
K12452	C04297,C01219,C04297,C01219
K07192	
K09903	C00015,C00105
K16511	
B230210L08Ri	
K06917	
CTn5-Orf34_(EC:3.6.3.-)	
K00773	
AI875089	
K01299	
