KO_code	Transcripts
K00180	0.0
K01362	31.0
K10117	0.0
K10118	0.0
K10119	0.0
K05845	0.0
K05846	11.0
K05847	6.0
K04086	923.0
K04084	0.0
ECF_family	0.0
K01104	0.0
K00981	0.0
K05592	0.0
K05595	0.0
K01297	0.0
K05601	0.0
K02926	3.0
K03975	0.0
K00216	0.0
K00215	0.0
K02038	0.0
K02039	0.0
K01740	0.0
K01745	0.0
K01744	0.0
K04518	0.0
K02036	0.0
K02037	0.0
K16963	0.0
K16962	0.0
K16961	0.0
K01586	0.0
K01580	0.0
K01589	0.0
K01588	0.0
K13652	0.0
K13653	0.0
and_HSP90-like_ATPase./Response_regulator_receiver_domain._(EC:2.7.13.3)	0.0
K02103	0.0
K03455	0.0
K02108	0.0
K02109	0.0
K03453	0.0
K01639	0.0
core_region	0.0
K01633	0.0
K15664	0.0
D-alanine--D-lactate_ligase_(EC:6.3.2.-)	0.0
K03521	0.0
K03522	1.0
K03525	0.0
K03524	111.0
K03527	0.0
K03526	0.0
K02850	0.0
K02856	0.0
K03671	0.0
K02371	0.0
K06001	0.0
K09760	0.0
K09765	0.0
K02217	0.0
K03299	0.0
K12308	57.0
K03293	0.0
K03292	0.0
K03296	0.0
K03294	7.0
K03073	212.0
K03070	42.0
K03077	1.0
K03076	119.0
K03075	0.0
K08965	0.0
K03276	0.0
K03271	0.0
K03270	0.0
variant_1_with_third_motif_having_Dx(3-4)D_or_Dx(3-4)E_(EC:3.1.3.18)	0.0
and_HSP90-like_ATPase.	0.0
K06131	0.0
K03183	0.0
K07220	0.0
K07192	0.0
K06223	0.0
K06911	0.0
K06910	0.0
K00773	0.0
K08986	0.0
slow_type	0.0
K10439	0.0
K01912	0.0
K01911	0.0
K01914	0.0
K01915	0.0
K01918	1.0
K07775	0.0
K00179	0.0
K00177	0.0
K00175	0.0
K00174	0.0
K07175	0.0
K07170	0.0
K07171	0.0
K00375	0.0
K00371	12.0
K00373	3.0
K01358	248.0
K00194	0.0
K00197	0.0
K01356	114.0
K05606	0.0
K15555	0.0
K15553	0.0
K04078	0.0
K04079	1.0
K04077	1.0
K04075	58.0
K00995	0.0
K00997	0.0
K00996	0.0
K00991	0.0
uter_membrane_protein_involved_in_starch_binding	0.0
K02931	2.0
K02933	0.0
K02935	2.0
K02939	2.0
K00208	0.0
K01000	0.0
K01002	0.0
K01006	5.0
K13993	1.0
K14441	0.0
K14445	0.0
K08191	6.0
